,date_time,PM2_5,PM10,SO2,NO2,CO,O3,TEMP
9028,2014-03-12 04:00:00,3.0,5.0,7.0,49.0,400.0,2.0,6.1
9029,2014-03-12 05:00:00,3.0,5.0,6.0,49.0,400.0,2.0,5.6
9030,2014-03-12 06:00:00,9.0,31.0,6.0,58.0,400.0,2.0,5.0
9031,2014-03-12 07:00:00,8.0,16.0,6.0,58.0,300.0,2.0,5.2
9032,2014-03-12 08:00:00,8.0,23.0,6.0,59.0,300.0,2.0,5.8
9033,2014-03-12 09:00:00,9.0,18.0,6.0,60.0,300.0,2.0,6.4
9034,2014-03-12 10:00:00,3.0,12.0,6.0,62.0,300.0,2.0,7.4
9035,2014-03-12 11:00:00,3.0,7.0,6.0,63.0,300.0,3.0,8.7
9036,2014-03-12 12:00:00,9.0,12.0,6.0,65.0,300.0,2.0,9.3
9037,2014-03-12 13:00:00,9.0,20.0,5.0,66.0,300.0,2.0,10.3
9038,2014-03-12 14:00:00,9.0,20.0,5.0,66.0,300.0,2.0,10.9
9039,2014-03-12 15:00:00,14.0,24.0,6.0,66.0,300.0,2.0,10.5
9040,2014-03-12 16:00:00,15.0,39.0,7.0,66.0,300.0,2.0,10.3
9041,2014-03-12 17:00:00,15.0,34.0,7.0,66.0,400.0,2.0,9.4
9042,2014-03-12 18:00:00,20.0,43.0,8.0,66.0,400.0,2.0,8.0
9043,2014-03-12 19:00:00,27.0,62.0,9.0,67.0,500.0,2.0,6.8
9044,2014-03-12 20:00:00,37.0,69.0,12.0,67.0,600.0,2.0,6.8
9045,2014-03-12 21:00:00,23.0,32.0,12.0,64.0,600.0,2.0,6.1
9046,2014-03-12 22:00:00,15.0,21.0,12.0,64.0,600.0,2.0,5.1
9047,2014-03-12 23:00:00,8.0,19.0,9.0,61.0,500.0,2.0,5.2
9048,2014-03-13 00:00:00,8.0,17.0,7.0,60.0,500.0,2.0,5.1
9049,2014-03-13 01:00:00,8.0,16.0,6.0,58.0,500.0,2.0,3.8
9050,2014-03-13 02:00:00,12.0,16.0,5.0,58.0,500.0,2.0,1.6
9051,2014-03-13 03:00:00,4.0,7.0,6.0,56.0,500.0,2.0,1.7
9052,2014-03-13 04:00:00,14.0,23.0,6.0,56.0,500.0,2.0,1.4
9053,2014-03-13 05:00:00,18.0,20.0,8.0,56.0,600.0,2.0,1.2
9054,2014-03-13 06:00:00,16.0,23.0,12.0,54.0,600.0,2.0,1.0
9055,2014-03-13 07:00:00,15.0,31.0,15.0,54.0,600.0,2.0,2.8
9056,2014-03-13 08:00:00,18.0,35.0,17.0,54.0,600.0,2.0,5.8
9057,2014-03-13 09:00:00,22.0,29.0,20.0,55.0,600.0,2.0,8.5
9058,2014-03-13 10:00:00,18.0,26.0,22.0,57.0,600.0,2.0,10.2
9059,2014-03-13 11:00:00,18.0,26.0,18.0,59.0,600.0,2.0,11.3
9060,2014-03-13 12:00:00,18.0,22.0,14.0,61.0,500.0,3.0,12.7
9061,2014-03-13 13:00:00,16.0,29.0,11.0,62.0,500.0,2.0,13.6
9062,2014-03-13 14:00:00,14.0,41.0,10.0,34.0,400.0,46.0,13.3
9063,2014-03-13 15:00:00,17.0,73.0,13.0,15.0,300.0,80.0,15.0
9064,2014-03-13 16:00:00,21.0,42.0,25.0,20.0,400.0,76.0,14.1
9065,2014-03-13 17:00:00,24.0,63.0,21.0,22.0,400.0,76.0,13.4
9066,2014-03-13 18:00:00,24.0,98.0,17.0,29.0,500.0,67.0,12.8
9067,2014-03-13 19:00:00,19.0,141.0,7.0,21.0,400.0,68.0,12.4
9068,2014-03-13 20:00:00,17.0,186.0,4.0,17.0,400.0,69.0,11.4
9069,2014-03-13 21:00:00,22.0,235.0,3.0,15.0,300.0,73.0,10.4
9070,2014-03-13 22:00:00,37.0,449.0,2.0,9.0,200.0,76.0,9.7
9071,2014-03-13 23:00:00,31.0,303.0,2.0,14.0,300.0,67.0,8.5
9072,2014-03-14 00:00:00,28.0,235.0,3.0,21.0,300.0,58.0,8.0
9073,2014-03-14 01:00:00,23.0,159.0,9.0,47.0,500.0,28.0,7.8
9074,2014-03-14 02:00:00,21.0,109.0,19.0,47.0,500.0,26.0,5.6
9075,2014-03-14 03:00:00,19.0,79.0,16.0,53.0,500.0,21.0,4.1
9076,2014-03-14 04:00:00,19.0,79.0,16.0,53.0,500.0,21.0,3.5
9077,2014-03-14 05:00:00,14.0,54.0,19.0,74.0,900.0,2.0,3.3
9078,2014-03-14 06:00:00,20.0,60.0,27.0,72.0,900.0,4.0,3.0
9079,2014-03-14 07:00:00,12.0,43.0,19.0,41.0,600.0,32.0,6.7
9080,2014-03-14 08:00:00,18.0,38.0,66.0,32.0,600.0,41.0,9.1
9081,2014-03-14 09:00:00,17.0,37.0,38.0,23.0,500.0,54.0,11.2
9082,2014-03-14 10:00:00,10.0,30.0,24.0,14.0,400.0,67.0,13.4
9083,2014-03-14 11:00:00,11.0,25.0,21.0,11.0,400.0,75.0,14.4
9084,2014-03-14 12:00:00,14.0,47.0,18.0,17.0,400.0,73.0,15.6
9085,2014-03-14 13:00:00,16.0,43.0,15.0,14.0,400.0,81.0,15.8
9086,2014-03-14 14:00:00,21.0,59.0,13.0,16.0,400.0,86.0,16.6
9087,2014-03-14 15:00:00,18.0,80.0,11.0,15.0,300.0,95.0,16.8
9088,2014-03-14 16:00:00,22.0,94.0,11.0,18.0,400.0,92.0,16.2
9089,2014-03-14 17:00:00,24.0,108.0,9.0,20.0,400.0,87.0,14.8
9090,2014-03-14 18:00:00,29.0,110.0,18.0,32.0,400.0,77.0,14.1
9091,2014-03-14 19:00:00,36.0,110.0,32.0,53.0,500.0,58.0,12.3
9092,2014-03-14 20:00:00,42.0,115.0,22.0,47.0,700.0,54.0,9.7
9093,2014-03-14 21:00:00,58.0,145.0,35.0,78.0,1200.0,17.0,9.0
9094,2014-03-14 22:00:00,64.0,136.0,38.0,74.0,1300.0,14.0,7.8
9095,2014-03-14 23:00:00,51.0,98.0,22.0,42.0,900.0,37.0,6.8
9096,2014-03-15 00:00:00,49.0,103.0,21.0,35.0,900.0,42.0,5.3
9097,2014-03-15 01:00:00,49.0,98.0,23.0,39.0,800.0,36.0,5.0
9098,2014-03-15 02:00:00,58.0,127.0,28.0,65.0,1400.0,14.0,5.0
9099,2014-03-15 03:00:00,44.0,87.0,24.0,31.0,700.0,36.0,3.9
9100,2014-03-15 04:00:00,41.0,84.0,23.0,28.0,800.0,34.0,2.8
9101,2014-03-15 05:00:00,45.0,129.0,24.0,28.0,900.0,14.0,2.8
9102,2014-03-15 06:00:00,46.0,94.0,25.0,40.0,900.0,26.0,2.4
9103,2014-03-15 07:00:00,60.0,142.0,40.0,69.0,1800.0,5.0,4.4
9104,2014-03-15 08:00:00,63.0,149.0,34.0,63.0,1700.0,7.0,6.2
9105,2014-03-15 09:00:00,81.0,167.0,48.0,62.0,1800.0,12.0,9.6
9106,2014-03-15 10:00:00,109.0,213.0,56.0,81.0,2100.0,10.0,12.6
9107,2014-03-15 11:00:00,100.0,207.0,89.0,89.0,1600.0,19.0,14.7
9108,2014-03-15 12:00:00,97.0,186.0,51.0,79.0,1300.0,36.0,16.8
9109,2014-03-15 13:00:00,106.0,197.0,47.0,82.0,1300.0,45.0,19.0
9110,2014-03-15 14:00:00,97.0,158.0,41.0,50.0,900.0,84.0,20.7
9111,2014-03-15 15:00:00,98.0,165.0,44.0,54.0,900.0,93.0,20.7
9112,2014-03-15 16:00:00,96.0,173.0,40.0,57.0,900.0,95.0,20.5
9113,2014-03-15 17:00:00,101.0,196.0,48.0,85.0,1100.0,73.0,19.0
9114,2014-03-15 18:00:00,121.0,197.0,46.0,128.0,1500.0,37.0,16.5
9115,2014-03-15 19:00:00,127.0,220.0,51.0,149.0,1600.0,8.0,14.8
9116,2014-03-15 20:00:00,135.0,206.0,50.0,120.0,1600.0,26.0,13.0
9117,2014-03-15 21:00:00,125.0,189.0,46.0,112.0,1700.0,22.0,11.6
9118,2014-03-15 22:00:00,137.0,181.0,47.0,105.0,1800.0,17.0,12.1
9119,2014-03-15 23:00:00,147.0,205.0,48.0,102.0,1800.0,12.0,12.8
9120,2014-03-16 00:00:00,133.0,295.0,75.0,99.0,1800.0,12.0,11.8
9121,2014-03-16 01:00:00,196.0,254.0,95.0,106.0,2500.0,6.0,8.5
9122,2014-03-16 02:00:00,83.0,177.0,94.0,89.0,2200.0,19.0,6.5
9123,2014-03-16 03:00:00,261.0,280.0,81.0,117.0,3200.0,2.0,7.0
9124,2014-03-16 04:00:00,172.0,238.0,73.0,107.0,3000.0,2.0,6.4
9125,2014-03-16 05:00:00,75.0,158.0,65.0,72.0,2200.0,15.0,5.5
9126,2014-03-16 06:00:00,140.0,189.0,60.0,84.0,2700.0,6.0,4.9
9127,2014-03-16 07:00:00,110.0,188.0,61.0,89.0,3100.0,2.0,7.7
9128,2014-03-16 08:00:00,161.0,204.0,90.0,92.0,3100.0,4.0,11.4
9129,2014-03-16 09:00:00,90.0,171.0,96.0,87.0,2800.0,11.0,13.5
9130,2014-03-16 10:00:00,69.0,137.0,96.0,62.0,2000.0,39.0,14.2
9131,2014-03-16 11:00:00,65.0,120.0,67.0,45.0,1600.0,62.0,15.0
9132,2014-03-16 12:00:00,51.0,137.0,68.0,49.0,1600.0,67.0,15.8
9133,2014-03-16 13:00:00,63.0,149.0,63.0,54.0,1500.0,70.0,15.7
9134,2014-03-16 14:00:00,37.0,160.0,62.0,53.0,1600.0,79.0,16.1
9135,2014-03-16 15:00:00,3.0,163.0,59.0,43.0,1400.0,92.0,16.9
9136,2014-03-16 16:00:00,11.0,209.0,69.0,45.0,1500.0,92.0,16.3
9137,2014-03-16 17:00:00,26.0,244.0,76.0,47.0,1500.0,102.0,15.5
9138,2014-03-16 18:00:00,3.0,260.0,65.0,49.0,1300.0,102.0,14.5
9139,2014-03-16 19:00:00,5.0,269.0,68.0,57.0,1400.0,87.0,13.6
9140,2014-03-16 20:00:00,24.0,270.0,74.0,69.0,1600.0,64.0,12.5
9141,2014-03-16 21:00:00,33.0,322.0,72.0,77.0,1800.0,45.0,11.4
9142,2014-03-16 22:00:00,97.0,281.0,76.0,70.0,2000.0,43.0,10.4
9143,2014-03-16 23:00:00,86.0,264.0,68.0,70.0,2000.0,39.0,9.3
9144,2014-03-17 00:00:00,65.0,231.0,74.0,64.0,2100.0,45.0,8.3
9145,2014-03-17 01:00:00,49.0,215.0,77.0,58.0,2200.0,45.0,7.1
9146,2014-03-17 02:00:00,55.0,196.0,60.0,48.0,2000.0,43.0,6.1
9147,2014-03-17 03:00:00,56.0,225.0,48.0,86.0,2100.0,9.0,6.3
9148,2014-03-17 04:00:00,48.0,189.0,44.0,76.0,1900.0,13.0,5.6
9149,2014-03-17 05:00:00,41.0,187.0,47.0,70.0,2200.0,14.0,5.9
9150,2014-03-17 06:00:00,38.0,215.0,47.0,85.0,2300.0,2.0,6.2
9151,2014-03-17 07:00:00,31.0,204.0,57.0,84.0,2400.0,4.0,8.6
9152,2014-03-17 08:00:00,38.0,240.0,61.0,83.0,2600.0,6.0,11.5
9153,2014-03-17 09:00:00,49.0,264.0,65.0,79.0,2400.0,10.0,16.5
9154,2014-03-17 10:00:00,48.0,394.0,58.0,81.0,2200.0,20.0,17.6
9155,2014-03-17 11:00:00,48.0,378.0,10.0,21.0,500.0,66.0,17.6
9156,2014-03-17 12:00:00,19.0,325.0,6.0,4.0,400.0,60.0,18.6
9157,2014-03-17 13:00:00,19.0,479.0,5.0,18.0,300.0,74.0,19.5
9158,2014-03-17 14:00:00,27.0,343.0,5.0,17.0,300.0,76.0,20.3
9159,2014-03-17 15:00:00,44.0,326.0,4.0,18.0,300.0,77.0,19.8
9160,2014-03-17 16:00:00,31.0,303.0,4.0,20.0,400.0,71.0,19.2
9161,2014-03-17 17:00:00,27.0,278.0,4.0,22.0,400.0,68.0,17.8
9162,2014-03-17 18:00:00,23.0,184.0,4.0,20.0,400.0,69.0,16.8
9163,2014-03-17 19:00:00,23.0,145.0,6.0,22.0,400.0,69.0,15.8
9164,2014-03-17 20:00:00,25.0,120.0,8.0,34.0,500.0,56.0,15.5
9165,2014-03-17 21:00:00,23.0,87.0,7.0,21.0,500.0,76.0,14.7
9166,2014-03-17 22:00:00,18.0,78.0,7.0,26.0,500.0,67.0,12.7
9167,2014-03-17 23:00:00,26.0,84.0,11.0,49.0,600.0,38.0,12.0
9168,2014-03-18 00:00:00,24.0,80.0,14.0,71.0,600.0,16.0,11.6
9169,2014-03-18 01:00:00,25.0,76.0,21.0,81.0,700.0,5.0,11.6
9170,2014-03-18 02:00:00,21.0,78.0,22.0,67.0,700.0,17.0,11.6
9171,2014-03-18 03:00:00,13.0,62.0,10.0,26.0,300.0,59.0,11.9
9172,2014-03-18 04:00:00,12.0,46.0,10.0,22.0,300.0,61.0,9.7
9173,2014-03-18 05:00:00,10.0,46.0,12.0,22.0,400.0,57.0,9.2
9174,2014-03-18 06:00:00,15.0,40.0,14.0,18.0,400.0,58.0,8.5
9175,2014-03-18 07:00:00,20.0,62.0,20.0,48.0,700.0,27.0,10.2
9176,2014-03-18 08:00:00,25.0,57.0,15.0,43.0,600.0,29.0,14.2
9177,2014-03-18 09:00:00,16.0,51.0,8.0,26.0,400.0,55.0,14.8
9178,2014-03-18 10:00:00,14.0,53.0,4.0,16.0,300.0,73.0,15.3
9179,2014-03-18 11:00:00,14.0,55.0,5.0,15.0,300.0,85.0,15.9
9180,2014-03-18 12:00:00,10.0,45.0,4.0,10.0,200.0,96.0,15.7
9181,2014-03-18 13:00:00,14.0,44.0,4.0,15.0,300.0,93.0,14.9
9182,2014-03-18 14:00:00,50.0,163.0,21.0,38.0,700.0,80.0,14.3
9183,2014-03-18 15:00:00,69.0,225.0,31.0,40.0,1000.0,81.0,14.1
9184,2014-03-18 16:00:00,83.0,292.0,29.0,34.0,1000.0,95.0,13.5
9185,2014-03-18 17:00:00,80.0,298.0,25.0,31.0,900.0,101.0,13.0
9186,2014-03-18 18:00:00,68.0,266.0,20.0,32.0,800.0,98.0,12.1
9187,2014-03-18 19:00:00,60.0,242.0,17.0,38.0,700.0,88.0,11.2
9188,2014-03-18 20:00:00,52.0,179.0,13.0,30.0,600.0,93.0,10.6
9189,2014-03-18 21:00:00,47.0,143.0,13.0,30.0,500.0,86.0,10.2
9190,2014-03-18 22:00:00,43.0,115.0,13.0,33.0,500.0,74.0,9.7
9191,2014-03-18 23:00:00,43.0,95.0,12.0,34.0,500.0,64.0,9.2
9192,2014-03-19 00:00:00,30.0,49.0,9.0,29.0,500.0,64.0,8.5
9193,2014-03-19 01:00:00,50.0,116.0,17.0,54.0,1000.0,32.0,7.9
9194,2014-03-19 02:00:00,50.0,91.0,18.0,54.0,900.0,30.0,7.1
9195,2014-03-19 03:00:00,47.0,106.0,19.0,51.0,900.0,30.0,6.6
9196,2014-03-19 04:00:00,57.0,107.0,24.0,46.0,900.0,34.0,5.7
9197,2014-03-19 05:00:00,60.0,95.0,23.0,43.0,900.0,35.0,4.1
9198,2014-03-19 06:00:00,54.0,77.0,22.0,43.0,1000.0,30.0,4.1
9199,2014-03-19 07:00:00,54.0,84.0,23.0,60.0,1100.0,11.0,5.5
9200,2014-03-19 08:00:00,60.0,151.0,28.0,67.0,1400.0,6.0,7.1
9201,2014-03-19 09:00:00,68.0,196.0,30.0,61.0,1300.0,17.0,8.0
9202,2014-03-19 10:00:00,67.0,122.0,30.0,66.0,1200.0,18.0,9.0
9203,2014-03-19 11:00:00,75.0,110.0,28.0,53.0,1100.0,37.0,10.0
9204,2014-03-19 12:00:00,69.0,112.0,27.0,54.0,1000.0,39.0,9.9
9205,2014-03-19 13:00:00,62.0,161.0,21.0,32.0,800.0,58.0,11.5
9206,2014-03-19 14:00:00,31.0,39.0,18.0,11.0,500.0,73.0,12.7
9207,2014-03-19 15:00:00,33.0,21.0,14.0,13.0,400.0,78.0,12.9
9208,2014-03-19 16:00:00,25.0,29.0,12.0,15.0,400.0,83.0,14.5
9209,2014-03-19 17:00:00,35.0,46.0,11.0,16.0,500.0,89.0,13.0
9210,2014-03-19 18:00:00,17.0,19.0,4.0,11.0,300.0,79.0,12.1
9211,2014-03-19 19:00:00,8.0,112.0,2.0,8.0,300.0,81.0,11.3
9212,2014-03-19 20:00:00,11.0,44.0,2.0,7.0,300.0,84.0,10.7
9213,2014-03-19 21:00:00,11.0,77.0,2.0,9.0,300.0,81.0,10.0
9214,2014-03-19 22:00:00,13.0,133.0,2.0,4.0,200.0,87.0,9.2
9215,2014-03-19 23:00:00,12.0,140.0,2.0,3.0,200.0,87.0,8.9
9216,2014-03-20 00:00:00,9.0,26.0,2.0,3.0,200.0,83.0,8.9
9217,2014-03-20 01:00:00,7.0,14.0,2.0,2.0,200.0,85.0,8.5
9218,2014-03-20 02:00:00,8.0,12.0,2.0,2.0,200.0,84.0,6.8
9219,2014-03-20 03:00:00,8.0,20.0,4.0,33.0,300.0,47.0,6.0
9220,2014-03-20 04:00:00,10.0,30.0,10.0,27.0,400.0,52.0,5.6
9221,2014-03-20 05:00:00,11.0,30.0,15.0,33.0,500.0,41.0,5.2
9222,2014-03-20 06:00:00,9.0,26.0,17.0,34.0,500.0,40.0,5.8
9223,2014-03-20 07:00:00,12.0,33.0,15.0,33.0,500.0,41.0,9.1
9224,2014-03-20 08:00:00,15.0,47.0,27.0,46.0,700.0,27.0,10.7
9225,2014-03-20 09:00:00,10.0,44.0,23.0,29.0,500.0,49.0,11.9
9226,2014-03-20 10:00:00,9.0,31.0,11.0,16.0,400.0,67.0,13.6
9227,2014-03-20 11:00:00,10.0,47.0,11.0,17.0,400.0,70.0,14.6
9228,2014-03-20 12:00:00,13.0,39.0,8.0,13.0,300.0,77.0,16.6
9229,2014-03-20 13:00:00,12.0,57.0,10.0,13.0,400.0,61.0,17.7
9230,2014-03-20 14:00:00,14.0,33.0,4.0,8.0,300.0,89.0,18.6
9231,2014-03-20 15:00:00,16.0,24.0,3.0,9.0,300.0,88.0,19.2
9232,2014-03-20 16:00:00,6.0,14.0,2.0,8.0,300.0,86.0,18.6
9233,2014-03-20 17:00:00,5.0,19.0,2.0,8.0,300.0,85.0,17.4
9234,2014-03-20 18:00:00,10.0,23.0,2.0,13.0,300.0,79.0,15.9
9235,2014-03-20 19:00:00,10.0,29.0,2.0,25.0,400.0,67.0,14.6
9236,2014-03-20 20:00:00,13.0,23.0,3.0,18.0,400.0,73.0,14.5
9237,2014-03-20 21:00:00,6.0,20.0,2.0,14.0,300.0,73.0,14.6
9238,2014-03-20 22:00:00,9.0,22.0,2.0,16.0,300.0,71.0,13.4
9239,2014-03-20 23:00:00,9.0,23.0,2.0,12.0,300.0,76.0,11.7
9240,2014-03-21 00:00:00,7.0,20.0,3.0,12.0,300.0,75.0,8.6
9241,2014-03-21 01:00:00,17.0,34.0,7.0,59.0,700.0,26.0,9.1
9242,2014-03-21 02:00:00,20.0,55.0,13.0,77.0,700.0,4.0,7.5
9243,2014-03-21 03:00:00,15.0,40.0,5.0,51.0,400.0,28.0,6.7
9244,2014-03-21 04:00:00,13.0,52.0,9.0,81.0,600.0,3.0,7.3
9245,2014-03-21 05:00:00,15.0,30.0,16.0,81.0,700.0,23.0,8.4
9246,2014-03-21 06:00:00,12.0,28.0,26.0,27.0,600.0,41.0,9.7
9247,2014-03-21 07:00:00,12.0,40.0,33.0,27.0,600.0,42.0,11.6
9248,2014-03-21 08:00:00,16.0,42.0,37.0,30.0,600.0,40.0,15.4
9249,2014-03-21 09:00:00,19.0,46.0,34.0,27.0,600.0,45.0,17.6
9250,2014-03-21 10:00:00,16.0,36.0,20.0,21.0,500.0,59.0,18.7
9251,2014-03-21 11:00:00,11.0,18.0,10.0,14.0,400.0,72.0,19.7
9252,2014-03-21 12:00:00,14.0,17.0,9.0,10.0,300.0,81.0,20.8
9253,2014-03-21 13:00:00,14.0,17.0,8.0,9.0,300.0,85.0,22.0
9254,2014-03-21 14:00:00,10.0,11.0,5.0,8.0,300.0,91.0,22.9
9255,2014-03-21 15:00:00,11.0,17.0,6.0,9.0,300.0,94.0,22.7
9256,2014-03-21 16:00:00,13.0,51.0,6.0,14.0,300.0,100.0,20.6
9257,2014-03-21 17:00:00,28.0,94.0,5.0,20.0,300.0,100.0,19.6
9258,2014-03-21 18:00:00,25.0,96.0,7.0,32.0,400.0,80.0,18.2
9259,2014-03-21 19:00:00,33.0,110.0,10.0,42.0,500.0,72.0,16.0
9260,2014-03-21 20:00:00,33.0,114.0,11.0,50.0,600.0,56.0,13.1
9261,2014-03-21 21:00:00,53.0,127.0,20.0,87.0,1100.0,15.0,12.0
9262,2014-03-21 22:00:00,40.0,80.0,12.0,38.0,700.0,50.0,11.3
9263,2014-03-21 23:00:00,35.0,75.0,12.0,26.0,600.0,58.0,10.3
9264,2014-03-22 00:00:00,34.0,70.0,11.0,23.0,600.0,63.0,8.8
9265,2014-03-22 01:00:00,35.0,68.0,12.0,24.0,600.0,57.0,7.8
9266,2014-03-22 02:00:00,32.0,68.0,10.0,18.0,600.0,61.0,7.8
9267,2014-03-22 03:00:00,34.0,64.0,11.0,18.0,700.0,57.0,7.0
9268,2014-03-22 04:00:00,35.0,71.0,13.0,29.0,700.0,43.0,6.2
9269,2014-03-22 05:00:00,40.0,93.0,15.0,49.0,1200.0,17.0,6.4
9270,2014-03-22 06:00:00,50.0,109.0,22.0,62.0,1800.0,5.0,11.4
9271,2014-03-22 07:00:00,52.0,131.0,21.0,66.0,1800.0,2.0,15.3
9272,2014-03-22 08:00:00,53.0,78.0,50.0,48.0,1100.0,25.0,17.7
9273,2014-03-22 09:00:00,37.0,90.0,53.0,30.0,800.0,52.0,19.8
9274,2014-03-22 10:00:00,29.0,69.0,36.0,21.0,600.0,67.0,20.7
9275,2014-03-22 11:00:00,24.0,52.0,17.0,13.0,400.0,77.0,21.4
9276,2014-03-22 12:00:00,16.0,44.0,7.0,9.0,300.0,86.0,22.4
9277,2014-03-22 13:00:00,12.0,49.0,13.0,13.0,400.0,83.0,23.0
9278,2014-03-22 14:00:00,18.0,40.0,12.0,12.0,300.0,92.0,23.8
9279,2014-03-22 15:00:00,19.0,41.0,9.0,10.0,300.0,98.0,24.0
9280,2014-03-22 16:00:00,20.0,35.0,8.0,8.0,300.0,104.0,21.7
9281,2014-03-22 17:00:00,13.0,123.0,2.0,7.0,200.0,107.0,20.6
9282,2014-03-22 18:00:00,12.0,97.0,2.0,8.0,200.0,103.0,18.6
9283,2014-03-22 19:00:00,15.0,73.0,2.0,17.0,300.0,87.0,15.3
9284,2014-03-22 20:00:00,23.0,64.0,3.0,31.0,400.0,69.0,14.0
9285,2014-03-22 21:00:00,40.0,96.0,13.0,67.0,1000.0,24.0,15.5
9286,2014-03-22 22:00:00,32.0,104.0,14.0,58.0,700.0,30.0,14.7
9287,2014-03-22 23:00:00,79.0,252.0,33.0,57.0,1300.0,50.0,12.9
9288,2014-03-23 00:00:00,115.0,265.0,48.0,52.0,1800.0,57.0,12.2
9289,2014-03-23 01:00:00,105.0,192.0,39.0,54.0,1600.0,54.0,9.7
9290,2014-03-23 02:00:00,106.0,226.0,40.0,62.0,1700.0,36.0,7.8
9291,2014-03-23 03:00:00,95.0,170.0,38.0,51.0,1600.0,43.0,7.4
9292,2014-03-23 04:00:00,79.0,140.0,29.0,29.0,1400.0,52.0,6.1
9293,2014-03-23 05:00:00,87.0,152.0,30.0,35.0,1400.0,45.0,6.6
9294,2014-03-23 06:00:00,88.0,150.0,30.0,31.0,1500.0,48.0,6.1
9295,2014-03-23 07:00:00,95.0,166.0,30.0,35.0,1500.0,48.0,8.3
9296,2014-03-23 08:00:00,99.0,165.0,36.0,52.0,1600.0,32.0,11.4
9297,2014-03-23 09:00:00,107.0,194.0,39.0,67.0,1700.0,26.0,13.2
9298,2014-03-23 10:00:00,123.0,227.0,49.0,69.0,1700.0,39.0,14.7
9299,2014-03-23 11:00:00,146.0,219.0,67.0,55.0,1700.0,71.0,16.6
9300,2014-03-23 12:00:00,141.0,189.0,57.0,66.0,1600.0,77.0,18.0
9301,2014-03-23 13:00:00,135.0,182.0,47.0,76.0,1500.0,80.0,18.5
9302,2014-03-23 14:00:00,107.0,131.0,37.0,36.0,1000.0,134.0,18.9
9303,2014-03-23 15:00:00,119.0,174.0,40.0,33.0,1100.0,152.0,18.6
9304,2014-03-23 16:00:00,143.0,202.0,46.0,35.0,1200.0,161.0,18.5
9305,2014-03-23 17:00:00,165.0,220.0,51.0,38.0,1200.0,165.0,17.8
9306,2014-03-23 18:00:00,165.0,208.0,47.0,36.0,1200.0,166.0,17.1
9307,2014-03-23 19:00:00,160.0,199.0,44.0,46.0,1400.0,147.0,16.1
9308,2014-03-23 20:00:00,168.0,213.0,44.0,62.0,1700.0,105.0,15.6
9309,2014-03-23 21:00:00,213.0,260.0,61.0,82.0,2100.0,69.0,14.3
9310,2014-03-23 22:00:00,227.0,279.0,64.0,77.0,2300.0,64.0,13.4
9311,2014-03-23 23:00:00,225.0,281.0,57.0,70.0,2200.0,58.0,12.7
9312,2014-03-24 00:00:00,224.0,262.0,55.0,70.0,2100.0,50.0,11.0
9313,2014-03-24 01:00:00,223.0,245.0,54.0,69.0,1900.0,46.0,9.5
9314,2014-03-24 02:00:00,225.0,245.0,54.0,77.0,1900.0,34.0,8.0
9315,2014-03-24 03:00:00,202.0,219.0,42.0,66.0,1900.0,34.0,7.0
9316,2014-03-24 04:00:00,188.0,199.0,36.0,64.0,2100.0,19.0,6.2
9317,2014-03-24 05:00:00,212.0,261.0,31.0,64.0,2300.0,2.0,6.6
9318,2014-03-24 06:00:00,218.0,231.0,31.0,92.0,2200.0,5.0,6.8
9319,2014-03-24 07:00:00,191.0,206.0,34.0,68.0,2000.0,18.0,8.0
9320,2014-03-24 08:00:00,193.0,216.0,42.0,74.0,2000.0,14.0,10.6
9321,2014-03-24 09:00:00,237.0,252.0,54.0,87.0,2300.0,12.0,12.6
9322,2014-03-24 10:00:00,250.0,294.0,54.0,92.0,2300.0,24.0,14.5
9323,2014-03-24 11:00:00,242.0,285.0,67.0,71.0,2000.0,72.0,16.6
9324,2014-03-24 12:00:00,262.0,293.0,76.0,63.0,2000.0,106.0,18.6
9325,2014-03-24 13:00:00,266.0,285.0,72.0,64.0,2000.0,120.0,19.7
9326,2014-03-24 14:00:00,256.0,233.0,63.0,58.0,1800.0,151.0,20.6
9327,2014-03-24 15:00:00,205.0,218.0,53.0,55.0,1600.0,172.0,20.6
9328,2014-03-24 16:00:00,197.0,230.0,51.0,77.0,1700.0,158.0,20.3
9329,2014-03-24 17:00:00,231.0,253.0,50.0,103.0,1800.0,122.0,19.4
9330,2014-03-24 18:00:00,212.0,227.0,56.0,77.0,1500.0,129.0,17.6
9331,2014-03-24 19:00:00,207.0,223.0,57.0,79.0,1500.0,108.0,15.3
9332,2014-03-24 20:00:00,208.0,240.0,57.0,121.0,1800.0,52.0,14.2
9333,2014-03-24 21:00:00,187.0,223.0,52.0,90.0,1900.0,65.0,13.9
9334,2014-03-24 22:00:00,195.0,223.0,45.0,70.0,1800.0,80.0,12.5
9335,2014-03-24 23:00:00,190.0,210.0,44.0,60.0,1700.0,78.0,11.2
9336,2014-03-25 00:00:00,189.0,228.0,39.0,108.0,2000.0,26.0,10.7
9337,2014-03-25 01:00:00,220.0,196.0,38.0,63.0,1700.0,62.0,9.9
9338,2014-03-25 02:00:00,189.0,235.0,38.0,100.0,2100.0,24.0,9.4
9339,2014-03-25 03:00:00,197.0,215.0,39.0,76.0,1800.0,42.0,10.1
9340,2014-03-25 04:00:00,186.0,196.0,38.0,45.0,1600.0,64.0,10.0
9341,2014-03-25 05:00:00,216.0,194.0,40.0,40.0,1600.0,67.0,9.1
